Age,Annual_Income,Spending_Score,Years_as_Customer,Total_Transactions,Returned_Items,Online_Orders,In_Store_Purchases,Product_Ratings,Complaints_Received
46,32970,85,12,47,0,90,0,2.05676873519391,0
28,79177,12,4,23,7,76,8,2.7915124654847694,3
69,97342,88,5,4,0,25,19,2.2583841760476853,4
49,91501,98,8,1,7,24,45,1.5165697726832028,2
19,58900,8,5,9,8,91,1,2.9292914072151883,0
64,44126,21,1,48,0,72,0,3.0454296426285117,0
31,77994,48,18,9,6,25,9,1.6348237322972174,2
37,97061,8,19,44,4,75,22,1.6972532215039258,4
39,46978,28,19,46,7,89,18,1.1173883054561875,1
28,86344,80,10,15,3,46,17,1.1214024875862019,3
44,76648,10,9,24,1,85,23,2.434524829251528,4
20,31055,52,1,48,6,0,21,1.5866093544762956,0
34,74876,15,3,8,6,63,19,4.676366581463617,4
61,68725,4,13,28,7,11,10,1.797656690891206,1
45,35255,90,6,42,8,23,8,1.2638463506183468,4
46,83380,79,6,46,5,29,14,2.616679525571423,4
38,83333,96,18,17,2,13,15,1.7698637630690945,0
64,72459,62,5,35,4,22,12,1.2470773542974745,4
33,66163,4,17,31,2,1,5,4.010909878046313,3
54,63971,41,3,4,9,2,24,3.2283939870533027,2
37,95149,73,5,48,8,5,46,1.2280431924206852,0
23,49476,99,3,14,4,82,14,2.872075792473772,2
36,98580,55,13,25,6,20,17,1.1553316298624785,4
22,99050,28,15,46,9,19,42,2.4172568144561346,1
20,37507,47,17,48,6,20,32,2.4531469004384334,0
18,42118,9,15,40,6,39,13,4.2919320037226445,4
55,80529,2,5,7,9,67,33,3.9411399917881704,4
32,98682,67,14,31,3,24,1,4.5877749998993345,1
51,84176,48,11,35,3,70,19,1.5620701183604817,4
52,34414,69,14,38,2,70,41,3.1350574258490878,3
66,92137,74,7,20,3,32,15,1.0807618706928839,1
42,33937,28,3,16,8,50,2,4.302088009920448,0
41,66731,79,10,22,4,89,45,2.466321157097809,0
29,68665,14,11,36,5,80,29,1.2772265863152734,2
35,47500,46,6,19,3,71,22,2.2986289374650393,3
32,31750,87,5,2,0,89,38,2.1476496515267045,3
61,95018,13,13,4,6,78,22,4.064004802894971,0
33,34027,16,12,34,6,19,2,1.5064456875434447,4
44,35745,94,19,7,5,18,12,3.2231012877504863,3
25,91731,40,19,47,3,70,45,4.1756767475903676,3
63,58451,72,5,49,9,55,39,3.9581523981694606,4
42,91536,81,9,14,7,55,28,4.743620475465608,1
34,42150,30,4,43,7,0,22,1.0025190015654912,4
46,43406,81,15,32,0,38,39,2.4152061396991833,2
25,49781,99,3,17,8,36,16,2.4783341965767827,2
32,87417,65,7,37,7,17,20,1.1332336435173866,0
44,48325,58,14,14,1,71,28,4.269066424769315,1
63,98684,88,14,17,8,78,36,3.755562693548534,3
67,39436,48,9,32,3,5,4,3.112329561859115,0
69,47669,49,3,2,9,21,20,2.6200757473287415,0
24,31843,89,9,39,5,10,1,4.581662770944703,3
20,95609,2,4,4,1,89,22,2.0578608900538446,3
46,80812,89,17,40,9,71,10,2.3381659623239495,4
61,46059,14,6,30,3,8,14,4.810525807832302,2
41,70768,97,16,30,1,12,22,1.258500093711664,3
20,55395,17,18,33,8,2,6,4.122449187075056,4
37,50202,31,13,42,8,66,42,3.8722389527361774,2
63,43273,10,7,1,4,6,33,4.607553712605242,1
32,78889,70,3,33,2,66,37,1.3622533079324595,1
42,75510,89,6,36,2,74,40,4.881775867288919,1
47,32881,37,3,49,0,45,48,1.1153517374205948,3
31,75913,64,12,31,7,57,43,2.3508137667954876,2
24,95037,30,5,37,2,27,5,1.339306056896739,2
34,92457,34,17,14,3,30,15,1.2047047784421223,1
61,65343,18,10,6,1,51,1,4.858884292765794,0
37,92389,88,7,7,7,8,31,3.87867300464215,2
53,38656,63,4,40,2,90,42,3.022759382901159,2
26,35741,49,10,24,1,75,46,1.4327563070260307,4
55,46661,56,7,4,0,7,37,3.104093668095579,1
65,58690,91,11,25,9,85,27,2.2802088720083633,0
39,62833,58,8,3,1,17,40,2.086349109503152,4
19,87141,27,8,28,1,93,8,3.4724141887350464,0
41,69023,55,5,23,3,48,24,4.163700876285263,0
25,70209,85,5,36,0,10,49,2.773035270101317,0
28,44440,19,7,48,0,1,25,2.973194214651144,3
30,37960,23,4,13,5,28,44,3.6057150868361187,2
34,52462,47,2,22,4,54,25,1.4985521706201919,2
25,47821,79,19,25,0,52,4,4.3144268089654165,4
38,87772,66,2,43,5,25,16,4.347754621909317,0
35,57258,99,16,24,7,50,25,3.1641864558522905,0
47,92524,51,12,43,4,77,25,1.7502403366035293,2
35,52115,84,15,37,2,91,42,3.0030542950850636,0
63,76433,28,10,33,2,98,8,1.4237571273072231,0
64,70644,57,6,14,1,5,22,4.053157990254593,0
48,92643,58,13,24,8,99,23,2.2446155676831627,1
55,43311,15,6,22,8,11,40,2.244378612391817,1
49,60531,16,2,37,6,33,8,4.780195247606418,1
28,44588,97,14,23,0,69,9,2.687434439352036,4
62,79416,47,18,6,0,63,5,4.1583011832779775,0
42,42380,63,6,19,3,36,3,3.5486507306326933,1
50,72645,12,19,12,1,36,0,2.264702818597068,1
55,47818,43,14,26,2,7,5,1.4951630417894157,3
58,60857,84,13,29,1,36,37,4.190969227723837,4
25,51711,29,8,14,0,96,28,4.050014722753472,1
28,35097,49,5,17,2,45,43,1.6766566105288128,1
39,58393,3,13,30,6,30,2,1.9964635220483813,1
68,52076,69,6,7,9,97,44,4.064949209577721,3
41,87609,60,19,21,8,10,23,4.934523621970463,3
58,59317,66,11,1,9,35,41,4.374565146476947,4
34,88480,87,16,49,8,67,8,3.73660620406842,0
29,37044,90,5,38,7,16,16,4.661703763424313,0
63,85486,26,12,4,5,15,42,2.1409426749102884,4
49,85162,71,17,46,0,29,37,1.0386087971754145,0
32,59882,74,2,8,7,38,41,2.2838722916826084,2
33,84078,69,10,18,7,43,49,4.887737273981669,0
39,88734,47,15,45,8,68,13,4.527881321374474,3
45,73826,76,19,8,9,36,35,1.201425024388881,3
37,74028,96,17,31,5,25,44,3.0078337251161256,1
50,81331,42,19,31,2,91,32,1.3160394572305067,3
27,62543,31,19,28,5,82,19,4.156125669651464,2
57,59362,22,13,48,7,20,33,2.4904622959503917,2
49,57315,17,13,37,6,91,2,4.647780359882492,2
67,57746,84,16,3,7,18,19,1.2178099520422738,1
50,40057,20,3,45,2,99,2,3.935985893554115,0
19,72915,8,4,15,7,10,5,2.597463078103609,1
50,51061,98,7,4,4,18,28,2.0729056612346244,3
50,81370,49,3,35,6,68,38,3.069796552465925,2
58,64157,87,9,34,3,1,42,2.9419467917166298,1
30,41322,38,8,36,2,24,30,2.395243591484841,1
47,99812,53,18,6,5,89,38,3.5954261483275047,2
50,64017,28,14,4,8,29,48,3.6452649918554276,4
30,86792,77,5,49,3,16,20,1.3085527359906708,2
69,57742,29,3,30,8,84,43,3.3816602870971937,4
43,94808,72,10,39,2,83,0,3.842940512946272,2
39,47629,11,11,18,5,17,32,1.3035538347974516,0
56,38245,47,17,22,4,79,49,3.6365225572869218,4
19,73870,45,8,10,8,91,9,4.215908951285809,4
55,94829,18,9,49,5,75,25,4.32777595836688,1
56,40588,50,8,29,1,39,2,1.1665894833710357,4
43,30442,89,2,23,3,5,13,3.789669893150177,3
63,70721,49,4,4,4,87,7,4.18790628368623,1
67,67145,22,16,19,8,42,47,2.5872911935498015,1
32,40599,45,9,26,0,69,49,3.1713630569099798,0
51,32939,61,9,7,8,16,31,2.0604623049674418,1
59,52149,99,5,13,9,41,40,2.2409648871198717,1
61,96567,93,3,3,0,18,35,3.0064781970638768,3
66,40208,21,14,40,0,54,26,1.6045533005581687,1
57,96098,71,15,11,3,91,32,2.4820672544074873,4
28,79492,61,6,16,5,28,20,2.205742552522107,0
20,50951,76,16,20,1,53,25,1.9529984130346434,3
23,78920,36,10,23,0,70,13,2.9355548364241106,2
26,76766,24,14,23,3,82,42,4.354708879608262,2
23,87014,32,12,32,7,7,35,1.96904838611691,2
26,58351,91,9,41,5,7,27,3.638920559926562,3
56,79386,96,19,42,4,68,27,2.0167704871693077,2
48,39308,59,12,38,0,42,20,1.5683338149900279,4
49,89252,96,13,3,2,97,47,4.773287620663906,2
58,58064,96,13,8,6,49,40,3.532942940095684,2
67,83879,90,17,38,9,84,28,1.418384909923203,0
29,38720,75,2,40,2,3,45,3.5305759896863242,2
25,72940,82,9,14,4,35,37,1.7053880627127733,2
25,98475,5,8,8,5,4,33,4.551185935662269,1
67,77113,16,7,11,8,86,0,1.9898832667728272,4
45,78926,11,5,42,2,18,19,4.22719153061073,3
37,68203,35,19,42,5,41,25,1.7967809349113342,0
64,35392,75,3,43,1,14,26,3.2331613130344774,3
24,55905,42,13,33,8,57,22,4.649314710943258,2
28,80385,87,6,15,8,13,6,2.184010491525742,1
37,60653,98,11,37,6,47,21,1.3255893343161809,2
33,44799,81,4,14,8,71,46,3.2103678799400073,2
21,90103,10,3,26,3,72,36,1.6893222927248215,0
23,45052,82,4,8,9,74,34,3.913378793029025,0
39,36044,8,3,49,0,81,46,3.3632846133845304,3
43,49871,26,13,4,0,62,3,2.385500436196588,2
20,50234,3,15,36,1,54,28,3.822612846644832,3
58,51381,59,12,18,9,31,36,1.9541119011471686,2
59,47274,88,15,27,2,35,35,4.66814624783002,0
31,79892,3,11,19,1,84,2,2.3875521310347176,1
28,80521,38,11,3,3,90,1,4.05187245984018,3
35,47920,2,13,9,7,84,4,2.03407737497887,3
29,46702,99,12,39,2,74,17,3.8593013827611102,4
40,31894,17,6,2,3,56,33,1.1261176629994698,4
29,60985,73,19,9,1,43,14,2.182071472266289,1
30,58287,36,19,6,0,33,49,1.3715610614997358,4
42,45439,86,3,38,7,50,49,2.8048820896920983,1
62,72235,95,16,28,6,68,39,2.74043197476588,2
68,57659,98,9,48,9,91,43,2.4360326885944077,4
36,54976,88,14,34,1,9,40,4.924671072451617,4
63,97865,73,3,29,7,11,0,1.976362188502495,3
53,98306,2,3,48,9,40,21,4.164204503883112,1
62,86697,85,7,3,2,2,24,2.789788564876042,3
25,46651,34,19,16,6,64,16,2.3392419153433184,4
46,79044,27,3,44,0,39,32,1.813866814638141,2
49,44633,37,1,35,2,64,16,3.533615580113098,0
68,30569,71,12,11,8,76,37,2.33471251548971,1
61,89900,22,6,43,3,78,4,4.251675038513087,1
35,97509,68,7,23,0,70,36,4.8738593947527065,2
23,63038,14,2,30,5,29,42,1.9085262592773593,2
35,79088,98,18,48,0,87,42,1.5146815433268759,1
36,96793,23,15,5,9,71,10,2.2620712048100247,1
39,68138,44,15,8,0,66,11,2.868447068221941,2
54,93310,89,10,43,1,78,43,2.203867263797002,2
49,58757,65,17,43,2,99,33,4.881867224219194,2
58,86151,79,18,10,1,42,34,4.116806558722686,4
20,79272,96,18,28,7,52,38,4.864562932169103,1
45,36908,78,15,36,5,77,45,2.49295982926049,1
27,40844,61,6,10,0,90,15,2.218699443993157,2
68,81455,85,9,14,5,29,23,2.629450110752828,3
52,98447,55,11,38,0,40,30,3.0913335733092033,0
46,73066,71,15,37,8,43,13,3.966220812470381,1
32,70004,85,3,47,2,36,48,4.5244075003852675,4
50,68333,50,19,5,0,5,46,2.852719501516004,0
24,69697,12,1,6,0,82,31,2.1567149266936303,3
29,47634,79,17,30,1,36,42,2.275386297421846,4
66,54561,15,11,19,5,0,12,3.7877930334575756,2
47,48033,17,18,49,0,88,37,3.2702321359659847,3
38,85063,34,11,14,6,9,16,2.9459765239090285,2
48,55921,35,7,11,3,25,43,1.8110963151046962,4
41,49340,39,1,46,6,86,35,4.501822749995613,4
37,92781,78,12,5,3,16,41,4.124081790029624,2
54,44901,55,4,45,3,63,17,1.5625544069569184,0
21,40638,59,8,31,3,93,18,2.4695538184085466,1
45,68596,5,15,44,9,26,6,3.1685283745555655,1
61,74324,30,11,32,9,74,29,2.817354491086128,4
37,62642,4,8,24,7,67,11,2.5911833549509535,3
41,55378,15,12,10,1,17,10,3.8753275902421174,2
67,80867,35,3,13,7,82,28,1.2180140169513498,3
66,72875,74,4,47,9,99,2,2.8856413565037675,2
68,94377,55,12,13,0,49,33,2.0487267615584055,3
49,84691,66,8,36,6,89,33,1.3384735409390358,2
58,94303,60,10,22,6,64,30,2.859548632011862,4
53,90839,24,1,9,5,19,21,1.685474764282275,0
51,79063,92,13,19,3,61,1,2.0328971275608345,1
53,35492,22,7,7,4,74,26,3.0280349180403037,3
19,61357,44,3,15,0,58,46,4.894835919731285,1
32,62314,32,16,17,1,24,35,3.7370200272142235,3
51,78697,95,12,46,9,82,31,2.118487192627299,4
53,89567,83,5,14,6,95,34,2.529624210301506,4
23,77006,51,18,41,1,64,16,2.624532609283909,3
56,90011,85,8,48,7,64,33,1.6145504933775086,3
59,40686,3,12,2,6,66,25,1.642616755438723,3
68,67449,70,3,14,9,57,9,1.593578893949458,4
68,91606,32,16,4,7,39,38,3.0866565509476676,0
29,48891,2,10,3,3,95,8,3.696744346958833,0
20,82115,88,17,3,0,46,24,3.3628827384433064,3
62,90719,59,10,11,6,99,19,4.911068741813394,2
35,66723,91,3,5,0,42,14,1.5034982890306074,0
57,59877,73,2,48,6,7,39,4.945897625211021,4
38,44026,77,14,29,8,93,48,2.8666957355515676,4
32,50422,14,9,28,4,61,26,1.8745311511085507,4
50,39244,51,17,23,1,33,10,4.773123304023029,1
52,63481,11,4,30,0,7,15,2.8744532405783705,1
43,88031,78,15,23,7,24,29,2.3893878208420816,4
25,38521,80,13,41,3,25,21,1.8552404152718265,0
53,31746,10,19,22,7,90,23,2.0715018044632085,1
65,98232,84,9,43,1,53,49,4.916878040908877,2
47,42012,80,4,12,2,82,23,2.2158937596190973,3
40,53457,58,8,27,2,86,35,4.91122369503842,1
59,59960,34,15,40,3,40,17,2.3208599464483486,1
61,37910,80,14,46,8,79,19,1.9256738623542478,0
31,32693,78,3,49,8,71,7,1.7334567316073892,0
31,45858,53,17,15,4,62,14,2.647418021095988,2
19,58810,28,8,47,6,93,12,1.9472257941401088,2
54,50092,18,14,23,8,71,35,3.7877518553082123,2
22,78700,26,13,44,0,74,13,1.9590869414559138,2
55,88105,7,15,41,1,6,46,4.341587379991477,1
62,60505,45,11,44,5,84,46,4.336045033952668,2
58,58555,98,15,19,2,97,23,2.1421054961922645,2
64,47939,45,12,44,6,84,36,4.0141605219473195,4
31,41825,71,9,11,4,68,23,4.430183503917814,1
56,54151,97,15,38,9,49,46,3.3605313757485864,1
42,30036,35,1,40,7,42,17,2.4653296434562195,1
37,69051,52,12,43,0,16,31,2.7638687468507164,3
19,90071,21,6,3,8,20,34,4.144915460139128,2
56,59873,28,1,16,9,5,19,2.1732698559872565,2
23,66648,96,19,32,5,70,41,2.337849337504776,2
34,56470,44,13,38,4,74,31,1.6431373450314029,0
42,95129,80,6,9,7,81,36,2.5962096120520104,0
45,38328,56,17,41,3,37,36,1.3460605289979437,0
19,36333,10,13,38,8,62,46,2.284137763956446,3
52,76638,23,9,5,4,11,32,2.493917523791428,2
54,41268,48,8,1,0,21,0,2.0219165296965285,1
22,47045,52,15,35,7,2,47,1.4054324765399526,1
18,70741,15,18,35,8,18,27,3.0866689702462202,4
57,72770,55,2,12,4,42,26,4.460324679021883,0
29,37887,43,2,36,4,86,16,2.3425789832018817,3
53,54918,50,11,21,5,97,45,1.9472062856805548,4
62,65497,6,1,48,8,66,14,2.1401528707620137,3
40,91009,33,18,43,4,86,13,4.447548725216947,1
64,41929,62,7,8,1,4,30,3.1112303584311904,2
48,91762,55,17,27,2,28,33,1.523161405083099,1
28,58546,39,16,9,9,97,2,3.83688659622185,1
27,67338,12,7,28,2,4,11,1.6174757329337979,0
20,64283,31,7,30,8,92,25,1.2409776117689466,1
31,76566,74,2,14,7,44,23,2.022739505991669,3
33,58013,53,5,23,5,53,33,1.6723607180670634,2
27,82132,34,14,29,4,23,7,3.4199898974986724,0
46,58084,41,8,26,9,20,11,2.9382656293601674,4
27,51143,10,12,22,1,31,8,3.896258201971469,1
29,44179,52,7,15,8,4,25,3.0462842010409834,0
47,88726,75,6,9,9,61,45,2.6760237408375507,0
58,40222,57,13,26,7,17,37,3.104874761750972,0
18,89965,78,12,17,4,34,48,2.7379444523511114,3
22,94068,3,17,9,5,79,42,1.148347575656158,4
37,53949,57,16,3,8,98,18,3.72279645198496,0
25,46116,33,1,16,0,87,20,4.8485213048578215,3
60,81052,7,7,13,3,99,12,2.6881342281441856,4
29,81369,4,3,26,4,4,34,2.6949319350721868,2
18,78817,39,6,17,8,8,2,1.1830755145489862,3
37,59655,48,3,32,4,3,24,4.561516338746993,0
45,87802,74,3,24,4,32,31,4.716485549851719,1
60,77632,79,8,36,2,90,20,4.252556472056573,3
54,44193,16,14,22,7,21,13,1.4253818861674268,2
64,60776,38,9,9,6,58,30,4.600894724615756,4
54,73225,4,5,22,7,10,7,1.0958226535801634,2
29,90010,4,15,41,3,68,6,2.778297292945235,4
54,95451,27,17,46,7,9,35,3.002494616405578,3
66,78812,86,10,20,9,2,34,4.336008404105355,4
66,48895,86,8,3,3,14,18,4.003436853815884,0
61,95782,17,18,36,0,36,1,4.188387585999543,3
45,51209,98,6,33,3,39,4,4.4716037982294985,1
64,91807,96,17,18,4,16,43,2.904283681970903,2
32,53086,70,4,36,9,19,1,4.121009414068686,2
23,57207,54,15,10,7,3,17,1.2721323776217557,3
61,50897,97,10,36,9,97,14,2.778185691002155,1
37,93083,8,13,21,5,33,15,1.1205306994785644,3
67,96957,53,1,25,9,94,11,4.661260261274377,0
31,37283,5,9,49,4,33,43,4.833655127811683,0
19,30255,69,5,40,2,66,35,1.3357562411526511,1
26,45487,47,11,9,3,27,21,3.130506577631042,3
54,49346,74,4,48,5,92,27,2.3005584253474765,1
37,65050,40,16,27,5,78,39,2.370137138651512,1
43,38744,7,18,15,5,35,42,2.8028002455019387,0
46,54756,12,8,32,1,34,21,1.5002638610182029,0
18,91596,94,2,48,7,40,3,1.7230807951356506,1
52,55146,25,17,44,7,58,11,3.309474640511779,1
23,85032,28,10,39,5,73,20,1.0750236377499531,4
54,72687,43,13,16,3,16,26,3.399204088056803,0
22,76103,77,15,28,1,29,22,2.2756687511466773,1
50,51976,47,9,6,5,53,41,4.328825659216006,4
66,92863,49,8,6,5,51,26,3.400026030914735,1
68,30591,86,6,38,9,71,40,3.8323648028486876,4
31,36277,54,4,47,2,22,15,1.4577007249517813,1
29,91860,18,18,2,1,18,31,2.0634494587267542,3
59,32260,27,3,41,3,36,35,4.986678435888146,0
37,95883,72,4,40,7,58,16,2.734608987636895,1
67,54741,6,13,7,4,35,17,2.4354608212968385,2
41,67211,75,11,27,2,67,26,4.495421435909097,2
60,71542,93,8,28,4,25,6,1.1322984354525394,4
51,36869,69,14,16,8,26,40,3.139093446704478,0
42,94732,71,14,47,7,76,37,1.8410288551436973,4
67,49422,22,16,9,9,61,19,2.472611165815053,0
46,65613,59,14,15,6,61,34,1.799108287481312,2
56,87016,47,1,34,3,51,46,1.151291038194831,2
48,90110,68,2,20,1,43,32,2.6660485358742267,4
64,64033,32,1,14,8,97,25,4.156812084780358,3
60,75213,83,11,11,2,32,23,4.807817730507564,2
67,91993,97,6,30,5,89,23,3.4954118984400493,0
40,42938,1,15,3,6,83,30,2.555348369410886,1
61,32274,54,12,2,2,62,26,4.079421094189209,1
55,61815,46,5,14,2,71,48,3.0208959337168837,1
37,48961,41,12,29,2,79,8,2.4704811195626464,2
40,50044,41,14,5,2,68,1,1.7163587702118988,3
62,51975,8,14,44,2,33,5,4.184519937348229,2
69,44706,32,19,46,6,26,30,3.0017031620680665,0
33,35974,30,5,6,4,35,24,4.855214965244252,2
67,51213,46,3,8,3,3,15,4.207638401394879,2
59,31950,92,18,39,5,52,44,2.680064476569108,2
25,40411,52,6,39,7,70,5,3.963400163469829,2
67,76156,96,9,44,1,36,22,2.813565971408284,0
38,92744,89,7,29,2,99,46,1.3194629136570586,2
18,47771,98,18,39,1,87,4,3.066724206232875,3
25,99810,61,2,44,6,78,16,4.462914478136598,4
46,65053,97,10,27,1,49,8,4.421765274068065,0
49,82076,13,12,16,4,69,25,3.2998676545598986,3
55,37045,89,2,27,9,25,12,2.5200941456594,1
22,87623,40,13,39,8,89,6,1.0404024092414872,1
64,59714,61,8,40,7,24,47,2.245639115758051,0
39,64386,44,7,1,7,32,39,4.959234309230936,4
64,38562,62,3,45,2,66,17,3.9059641331719774,2
51,85048,44,8,33,0,72,36,3.8703542553002515,0
18,42026,48,1,39,1,36,44,4.044333561327044,2
43,61589,74,15,27,6,37,23,3.4804535333677773,2
60,56844,59,1,17,3,93,31,3.343434628700032,1
27,53447,57,12,15,9,26,6,2.814477021449658,4
47,84708,95,11,22,4,12,19,2.775735974678748,2
67,93925,11,16,19,0,22,44,4.483393821748795,0
35,81574,25,4,28,1,66,33,2.573825046787122,1
34,48812,61,2,23,8,86,18,4.361167136270886,2
43,85309,46,3,36,5,98,45,4.350937702499748,1
25,94230,54,4,49,6,87,13,4.083592797366045,1
64,71628,34,18,39,4,54,31,1.1505695994537848,0
57,70581,84,12,48,8,36,8,1.5918889776144791,0
66,76628,7,1,49,9,11,35,2.25882056874606,3
29,55105,97,3,20,4,53,48,4.390133369037927,2
44,99157,62,4,47,5,19,25,4.493037525424663,1
25,62442,57,6,9,9,17,19,1.1662291774219686,3
42,32347,99,17,23,8,6,28,2.2988982125143953,0
63,77650,93,8,45,4,89,15,4.401536818552282,4
21,47110,76,18,7,3,75,30,1.998772996140953,1
50,92170,5,16,31,4,97,23,4.904013226388527,4
18,34923,76,6,11,4,95,29,2.9572150663041095,4
36,81801,93,19,40,4,93,7,4.749250757593639,1
48,92771,35,8,17,0,1,25,2.7153055774610517,3
33,78135,84,4,36,4,53,14,2.2951957083505197,3
31,49199,37,9,26,4,7,49,2.449640700835411,1
65,39066,60,8,36,0,32,9,4.5372023301226925,2
22,82136,65,19,18,3,45,35,2.3227575451533307,4
58,66575,16,1,31,7,41,38,3.6773848858388414,3
43,76733,30,4,49,3,93,23,2.8793707284983383,1
45,46991,73,10,35,6,62,48,4.76668475490739,0
19,52553,42,8,41,5,91,7,1.637453888284564,0
67,30634,61,3,28,4,76,0,2.7146273204073688,1
23,42771,74,12,26,8,87,9,1.4985352476124878,2
26,48298,77,9,6,7,32,46,3.3125573678407565,0
50,65999,48,3,34,4,68,22,2.6115967653523096,2
58,89648,62,4,28,9,69,37,1.2437489299376665,1
42,92668,84,6,44,6,3,9,4.3993524390670125,1
65,99374,93,9,47,8,57,32,2.5020591314657556,4
30,97509,64,2,9,6,97,30,2.9745229638018555,1
26,74440,57,2,29,2,28,37,2.6300533419343135,2
30,61655,68,18,34,9,20,12,2.9546107137998647,3
48,73039,46,3,12,4,25,34,1.0653007906724032,0
58,85255,28,3,16,8,95,43,4.2618381172319,0
28,84989,77,18,7,8,85,46,2.3292320477845747,4
21,41244,3,6,31,7,40,31,3.897847057704574,3
51,88595,37,1,33,5,77,21,1.259547181524527,2
55,69551,48,15,7,6,33,6,3.0953010099923652,2
63,93230,19,11,3,6,43,5,4.6351678882829495,4
21,58371,92,10,20,0,0,40,2.59299214201475,1
55,99358,83,4,5,7,31,15,1.7890360403361223,3
36,58878,17,14,3,5,31,11,1.396324628460389,0
23,66157,82,2,47,6,50,8,4.43635185395237,3
51,35914,82,13,38,9,23,39,1.9552249094384697,4
35,57180,87,16,15,9,43,4,4.900284445994605,1
30,33688,40,12,35,1,84,2,1.991291133311631,3
58,39916,50,5,23,6,75,35,2.923963982971199,1
40,86363,73,19,33,7,83,42,2.8319765271966677,3
36,57360,29,3,2,4,36,9,1.2480384774660296,0
62,67805,51,2,36,0,83,7,3.1273576792697915,2
28,43453,42,17,21,5,65,8,3.690563918754148,3
18,52703,29,11,14,2,13,12,3.968542653164874,2
41,89021,66,1,14,4,16,18,3.0903670252437165,2
24,37410,17,19,42,8,87,22,4.25034066048541,2
42,78268,31,8,11,6,93,42,4.008390007375669,4
38,64248,92,11,4,7,14,23,1.7758972483488837,0
32,61159,52,8,47,5,60,2,2.6064067275940275,2
18,72039,39,17,30,8,48,32,1.5703274048348428,0
29,77800,60,6,36,2,97,22,1.5336946150836859,3
24,70761,94,7,20,0,7,13,3.8485094184928466,0
32,73663,99,13,16,9,2,18,3.1218365295103396,1
38,70412,51,7,34,3,74,32,3.40379923391241,2
36,65367,84,11,45,7,26,22,3.9287371330903564,3
46,35813,16,10,8,5,8,26,2.108939728646987,2
42,89894,98,8,45,6,14,11,2.6054478346106227,2
50,81444,14,10,20,8,31,45,3.427212355934483,3
66,64269,90,11,21,1,10,46,1.3865159256734447,3
49,91748,84,17,40,6,2,6,4.332216324781028,4
66,71190,42,11,30,3,25,35,2.373798496755504,4
52,70318,51,16,36,6,6,45,3.635011936139358,4
61,67018,24,5,5,7,91,17,4.982259607427263,0
55,69759,82,10,21,1,54,15,2.901449781509262,1
43,46498,43,5,38,6,38,13,1.8601937971563953,1
28,55989,73,9,23,7,3,20,1.8657335951273915,0
52,55568,19,3,19,0,29,42,1.2415048647439217,4
25,96577,84,3,10,9,37,26,4.06832920398584,1
63,60099,61,10,27,4,50,24,2.1737253603681093,4
31,70639,94,7,35,8,77,37,1.6909030501443296,3
27,53482,63,2,13,1,35,14,3.8547841352620864,0
19,99212,26,8,9,5,94,9,2.2365465656565364,4
63,85261,95,12,17,1,82,29,3.401875790657556,0
26,60048,35,9,31,2,59,43,2.6713048553413556,2
20,33065,67,11,42,5,50,8,2.33661091871908,0
38,32036,56,19,44,4,75,27,2.957718382155839,0
43,65814,40,17,45,3,48,48,2.2551729574887887,4
25,89694,29,13,24,6,14,17,4.482259676570068,0
65,46924,6,1,42,2,72,10,1.2921612177004964,2
19,90204,52,1,19,9,90,37,1.1206144997876182,3
23,62844,1,8,49,6,83,1,2.625572109534078,1
45,51518,52,13,30,8,27,21,1.6913745399559295,3
46,47059,24,6,5,1,24,22,3.9749058200915,0
43,53052,34,3,8,4,79,19,2.413735642892583,2
42,99803,7,16,37,0,81,44,2.0457508486483755,2
29,38680,75,10,47,6,35,28,2.437525852811318,3
22,97021,11,7,36,1,3,25,1.8779357252401043,4
51,50043,36,3,25,4,20,40,2.198609915999381,1
65,32419,20,14,45,0,90,11,3.271941141481506,0
54,86892,63,16,49,0,64,47,4.456130183833684,0
32,47140,80,4,5,3,68,28,2.4834774356671225,3
61,73484,63,13,33,6,9,18,2.2826871089765213,2
53,93869,69,1,22,6,49,33,4.127159514579626,2
32,75210,88,5,47,7,84,47,1.0897055342318245,4
60,87600,30,18,42,8,9,26,2.2083053016472936,1
65,36487,30,12,25,3,89,29,2.808683274176935,0
40,90692,97,11,43,1,15,36,3.402646707396434,3
23,92112,84,9,29,9,37,30,1.6242461191147748,4
63,61110,22,7,45,9,66,27,2.731417592221165,1
67,46360,61,14,30,2,19,24,3.265201867527618,0
61,79410,21,3,48,8,68,48,3.041001833894409,1
60,33017,37,16,30,7,69,5,3.298204312186278,0
62,90124,27,7,44,5,24,6,3.649593069846088,1
38,80949,35,1,46,2,88,5,2.517490676526087,1
40,88268,38,6,31,9,53,34,1.2545429671039705,3
60,96320,60,6,34,7,11,24,1.2222251292250137,4
33,61127,70,10,28,1,64,20,4.434858588079291,2
64,33196,32,12,10,3,53,46,3.709676867314181,1
32,71300,80,19,4,3,66,47,4.056738730069015,3
42,79714,92,6,33,8,20,16,4.715218479720809,2
53,61921,80,14,17,7,4,40,4.0021776132225515,4
28,34746,27,3,11,6,57,25,3.769205073658251,4
68,98535,3,10,7,3,78,40,3.6230341556256054,1
32,95350,49,9,17,6,3,16,2.0342935387032433,0
21,80345,85,19,28,0,18,6,4.82917628699023,4
38,79220,30,15,17,7,80,24,3.168177232263878,3
30,52063,22,9,41,7,54,33,1.8882955784744286,1
